,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,y
1098,2,184.242,2,2,3,24.06,-2.92
1099,1,102.177,1,0,3,20.23,-1.17
1100,1,95.10099999999998,1,1,0,33.120000000000005,1.02
1101,1,96.94400000000002,0,0,0,0.0,-1.3
1102,1,84.162,0,1,0,0.0,-3.3
1103,1,102.17699999999998,1,0,2,20.23,-0.8
1104,1,254.289,1,3,0,55.56,-3.928
1105,1,88.14999999999999,1,0,0,20.23,-0.4
1106,1,293.754,0,2,4,57.010000000000005,-3.61
1107,1,231.255,2,2,4,67.16,-2.461
1108,1,42.081,0,0,0,0.0,-1.08
1109,1,269.127,2,2,2,40.46,-3.953
1110,1,300.314,2,2,4,76.66,-4.632
1111,1,208.216,0,3,0,34.14,-5.19
1112,1,130.231,1,0,5,20.23,-2.09
1113,1,267.306,1,2,2,72.47,-2.281
1114,1,134.22199999999998,0,1,3,0.0,-4.06
1115,1,114.06,2,1,0,75.27,-0.4
1116,1,466.47900000000016,0,2,10,55.38000000000001,-6.237
1117,1,338.7720000000001,3,3,2,109.49,-3.451
1118,1,116.15999999999998,0,0,2,26.3,-1.21
1119,1,100.20499999999998,0,0,0,0.0,-4.36
1120,1,395.3270000000001,0,2,1,0.0,-7.66
1121,1,128.13399999999996,0,1,0,47.58,-2.38
1122,1,137.138,0,1,1,43.14,-2.44
1123,1,197.381,0,0,0,0.0,-1.71
1124,1,219.266,1,0,1,70.99999999999999,0.106
1125,1,246.359,0,0,7,18.46,-3.091
1126,1,72.151,0,0,1,0.0,-3.18
1127,1,365.96400000000006,0,1,5,44.760000000000005,-4.522
